原料类型,霉变情况,来源情况,预估等级,茶渣_储存时间,果渣_褐变情况,原料是否匹配,等级是否匹配,路线_推荐强度,路线_风险等级,路线_首选目标,路线_适用原料类,路线_适用等级,匹配得分,成本得分,技术得分,碳减排得分,市场得分
中药残余废弃物,无,明确可追溯,优,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,6.158492372927464,5,5,8,5
花生壳/板栗壳,轻度,基本可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.1313402987395835,5,5,5,5
茶渣,轻度,来源不明,良,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.826176426908975,5,5,8,5
花生壳/板栗壳,严重,基本可追溯,良,,,1,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,10.190649568574106,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,良,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.879417706327748,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,是,1,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,6.273630207841801,8,8,8,5
茶渣,轻度,明确可追溯,良,否,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,7.102164780789454,5,5,8,8
花生壳/板栗壳,轻度,来源不明,差,,,0,1,高,低,材料主线,茶渣,优/良/差,7.055706350648343,5,5,8,8
花生壳/板栗壳,严重,来源不明,差,,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.16584713358473613,5,5,5,8
花生壳/板栗壳,轻度,基本可追溯,良,,,0,0,中,高,食品支线,茶渣,优,0.4650371864678977,5,5,2,5
中药残余废弃物,无,基本可追溯,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.200908005997951,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,优,,是,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.051871848916956,5,5,8,8
豆制品/粮食发酵副产物,无,来源不明,良,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.7184766173065595,5,5,5,8
中药残余废弃物,轻度,基本可追溯,差,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.651721947278227,8,8,8,5
中药残余废弃物,轻度,明确可追溯,优,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.428373417378282,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,良,,否,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,6.667674012249996,5,5,8,8
花生壳/板栗壳,严重,明确可追溯,优,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.352207152016186,5,5,8,5
花生壳/板栗壳,严重,明确可追溯,优,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.059203929461475235,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,是,1,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.0,5,5,5,8
中药残余废弃物,轻度,基本可追溯,差,,,0,0,高,中,材料主线,花生壳/板栗壳,优/良,2.9489501309154473,5,5,5,8
花生壳/板栗壳,轻度,来源不明,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.3051164317210295,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,否,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.851347706276358,5,5,8,5
豆制品/粮食发酵副产物,无,来源不明,良,,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,5.919388235492955,5,5,5,8
中药残余废弃物,无,基本可追溯,差,,,1,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,3.838529832788557,5,5,5,5
茶渣,轻度,明确可追溯,差,是,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.51768860702079,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,良,,是,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.382508612019068,8,8,8,5
茶渣,严重,明确可追溯,良,是,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,2.756823481015624,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,差,,否,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.217283597756691,5,5,5,8
茶渣,严重,来源不明,优,否,,1,1,高,中,材料主线,茶渣,优/良,10.094739492938285,5,5,5,8
豆制品/粮食发酵副产物,轻度,基本可追溯,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.478497031260202,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,差,,是,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.736186108850004,5,5,5,8
花生壳/板栗壳,无,明确可追溯,良,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.273190566133289,5,5,5,8
中药残余废弃物,轻度,来源不明,优,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.90695211794877,5,5,5,5
豆制品/粮食发酵副产物,轻度,基本可追溯,优,,,1,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,9.898129789004672,5,5,5,8
豆制品/粮食发酵副产物,严重,基本可追溯,优,,,0,1,高,中,材料主线,茶渣,优/良,5.51803069141248,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,优,,是,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.591226651473578,8,8,8,5
豆制品/粮食发酵副产物,无,明确可追溯,差,,,0,1,高,低,材料主线,茶渣,优/良/差,6.747354860534176,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,差,,是,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.363056814515021,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,差,,否,0,0,高,中,材料主线,花生壳/板栗壳,优/良,3.0896192550176287,5,5,5,8
豆制品/粮食发酵副产物,轻度,基本可追溯,优,,,0,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,1.556660976268795,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,差,,否,1,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.20096026059175376,5,5,5,8
花生壳/板栗壳,严重,明确可追溯,优,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,9.142269708256292,8,8,8,5
中药残余废弃物,严重,基本可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.0,5,5,5,5
花生壳/板栗壳,轻度,明确可追溯,良,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,5.708644979539903,5,5,5,8
豆制品/粮食发酵副产物,严重,基本可追溯,优,,,1,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,10.109813590735136,8,8,8,5
豆制品/粮食发酵副产物,严重,来源不明,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.076606437010589,5,5,8,8
豆制品/粮食发酵副产物,无,明确可追溯,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.906367557689902,5,5,8,8
花生壳/板栗壳,严重,明确可追溯,差,,,0,1,高,低,材料主线,茶渣,优/良/差,6.673133736029241,5,5,8,8
茶渣,轻度,基本可追溯,良,否,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.8344411078838903,5,5,5,5
茶渣,严重,基本可追溯,优,是,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.217685702955679,5,5,8,5
花生壳/板栗壳,无,明确可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.479458638828731,5,5,5,5
花生壳/板栗壳,轻度,明确可追溯,差,,,0,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,2.739484696259348,5,5,5,8
豆制品/粮食发酵副产物,严重,基本可追溯,良,,,0,1,高,中高,食品支线,葡萄籽,优/良,0.1226206074605316,5,5,5,8
豆制品/粮食发酵副产物,轻度,来源不明,良,,,0,0,中,低,无害化兜底,茶渣,差,1.5916048473889135,8,8,8,5
花生壳/板栗壳,严重,基本可追溯,差,,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,6.723260242825945,5,5,8,8
中药残余废弃物,无,基本可追溯,差,,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,2.233708120976368,5,5,5,8
茶渣,严重,明确可追溯,差,是,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.9733170029394635,5,5,8,5
豆制品/粮食发酵副产物,轻度,来源不明,优,,,1,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,7.8815603668815,5,5,5,5
豆制品/粮食发酵副产物,无,基本可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,4.801642267636465,8,8,8,5
豆制品/粮食发酵副产物,轻度,明确可追溯,良,,,0,1,高,中,材料主线,茶渣,优/良,5.527196879731385,5,5,5,8
花生壳/板栗壳,严重,明确可追溯,良,,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,3.3874834531634415,5,5,5,5
中药残余废弃物,严重,基本可追溯,差,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.414780857832313,5,5,5,8
茶渣,轻度,来源不明,优,否,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.308504096947806,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,良,,否,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,10.20593801966454,5,5,8,5
中药残余废弃物,轻度,来源不明,差,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,8.870135111569509,5,5,5,8
花生壳/板栗壳,严重,基本可追溯,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.539165498006911,5,5,8,8
茶渣,无,明确可追溯,差,否,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,5.60556089321782,5,5,5,8
中药残余废弃物,无,明确可追溯,差,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,5.007071043962216,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,差,,是,0,0,中,高,食品支线,茶渣,优,0.0,5,5,2,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,差,,是,0,1,中,低,无害化兜底,茶渣,差,4.978328215277918,8,8,8,5
茶渣,严重,明确可追溯,优,是,,1,1,高,低,材料主线,茶渣,优/良/差,11.00831432296664,5,5,8,8
豆制品/粮食发酵副产物,无,基本可追溯,优,,,0,1,高,中,材料主线,茶渣,优/良,5.634245581134593,5,5,5,8
中药残余废弃物,无,基本可追溯,差,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.252623251045097,8,8,8,5
茶渣,轻度,来源不明,良,否,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.2402873674893975,5,5,5,8
茶渣,严重,明确可追溯,差,否,,1,0,中,高,食品支线,茶渣,优,0.0,5,5,2,5
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,差,,否,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.24225801485956,5,5,5,5
茶渣,严重,明确可追溯,优,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.654698349153468,5,5,8,5
中药残余废弃物,严重,来源不明,差,,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.23576014844105675,5,5,5,8
豆制品/粮食发酵副产物,轻度,基本可追溯,差,,,1,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,10.55803547548843,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,否,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.554545802357079,5,5,5,8
中药残余废弃物,严重,明确可追溯,优,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,0.29554329199257534,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,良,,是,1,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,9.547504074534762,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,是,1,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,5.763907449005604,8,8,8,5
花生壳/板栗壳,轻度,明确可追溯,良,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,4.104387870984643,5,5,5,5
茶渣,无,基本可追溯,差,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,6.4305265193656105,5,5,8,5
茶渣,严重,基本可追溯,差,是,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.912220204270438,5,5,5,8
花生壳/板栗壳,无,明确可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.8084134442167435,5,5,5,5
花生壳/板栗壳,无,来源不明,良,,,0,0,中,高,食品支线,茶渣,优,0.4711862816672979,5,5,2,5
茶渣,无,来源不明,良,否,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.960621081720526,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,优,,是,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.693153499554311,5,5,5,5
花生壳/板栗壳,轻度,基本可追溯,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.601943095133401,5,5,8,8
中药残余废弃物,轻度,基本可追溯,差,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.938152309190115,5,5,8,8
豆制品/粮食发酵副产物,轻度,来源不明,差,,,1,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,9.70889116304954,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,优,,否,1,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.48391919644577497,5,5,5,8
豆制品/粮食发酵副产物,无,基本可追溯,优,,,1,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,10.901921020559081,5,5,8,8
中药残余废弃物,严重,来源不明,优,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.63448708509136,5,5,8,8
中药残余废弃物,严重,明确可追溯,良,,,0,1,高,中,材料主线,茶渣,优/良,5.647585547264396,5,5,5,8
中药残余废弃物,无,基本可追溯,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.684420558824106,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,差,,是,0,0,高,中高,食品支线,葡萄籽,优/良,2.3659438374622095,5,5,5,8
中药残余废弃物,无,明确可追溯,优,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.717234485845264,8,8,8,5
中药残余废弃物,无,来源不明,良,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.3634616942452675,5,5,5,8
豆制品/粮食发酵副产物,无,明确可追溯,优,,,1,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,10.235522998327575,8,8,8,5
花生壳/板栗壳,无,明确可追溯,差,,,0,0,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,2.2302115194801124,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,优,,否,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.767719548371946,5,5,8,8
豆制品/粮食发酵副产物,无,明确可追溯,差,,,1,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,10.498211067046087,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,优,,否,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.850656845866771,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,良,,否,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.823369374770985,8,8,8,5
豆制品/粮食发酵副产物,无,明确可追溯,差,,,0,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,5.202310228778654,8,8,8,5
茶渣,无,明确可追溯,良,否,,0,1,高,中高,食品支线,葡萄籽,优/良,4.5934490577223945,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,良,,是,1,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,6.31808276731255,8,8,8,5
茶渣,严重,基本可追溯,差,否,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.3223468400936955,5,5,8,5
中药残余废弃物,无,基本可追溯,良,,,0,0,中,高,食品支线,茶渣,优,0.07178374277535415,5,5,2,5
茶渣,轻度,基本可追溯,良,否,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.203166466428943,5,5,5,8
中药残余废弃物,严重,来源不明,良,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.206751587905457,5,5,5,5
中药残余废弃物,轻度,来源不明,优,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,5.415658752918014,5,5,5,8
中药残余废弃物,无,基本可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.7318312028445946,5,5,5,5
